,Date/Time,MULTIPOINT
192,2022-06-09 00:00:00,"MULTIPOINT ((-0.4456560951 -0.8581489025), (-0.4089892457 -0.8110748455))"
193,2022-06-09 01:00:00,"MULTIPOINT ((-0.1541854017 -0.6165561032), (-0.3073315622 -0.7309003565), (-0.3587187793 -0.7830425372), (-0.4062828203 -0.8059183261), (-0.3857444724 -0.803604598), (-0.5070300577 -0.8756247408), (-0.4054804882 -0.7980810245), (-0.4061185931 -0.7622309656), (-0.3445717316 -0.7674786822), (-0.3753754837 -0.8019011763), (-0.4104681543 -0.800921372), (-0.4346984395 -0.8285421601), (-0.365276631 -0.7531294197), (-0.3856226803 -0.8099128255), (-0.3454980014 -0.8467157468), (-0.3598991526 -0.8131203463), (-0.4261682527 -0.8485860058), (-0.3897298194 -0.7949567138), (-0.3993526488 -0.7562401999), (-0.4109993372 -0.8104444519), (-0.3431870204 -0.7715857179), (-0.3799635036 -0.8237902465), (-0.3102399116 -0.80613106), (-0.2987435934 -0.8395470463), (-0.3095898272 -0.7435875044), (-0.4459134469 -0.8321460611), (-0.4532755677 -0.8599554427), (-0.3425404821 -0.8215707557), (-0.3858069031 -0.7644595166), (-0.4423723267 -0.7948181297), (-0.358375127 -0.8502676713), (-0.4003948401 -0.7537024127), (-0.3376878095 -0.837709511), (-0.4405246446 -0.8496939035), (-0.3993676381 -0.7523389839), (-0.4028901631 -0.7534024154), (-0.4254542177 -0.829097152), (-0.2713590799 -0.8106386484))"
194,2022-06-09 02:00:00,"MULTIPOINT ((-0.3290339531 -0.7423770247), (-0.3143147775 -0.7948180701), (-0.4148568129 -0.8152349901), (-0.3475249298 -0.7258374186), (-0.4605488253 -0.8157859885), (-0.3500549995 -0.7774919026), (-0.3673127379 -0.7890418266), (-0.4387413003 -0.8266040694), (-0.2601390959 -0.692656757), (-0.3685917786 -0.7787467292), (-0.4448587396 -0.859038046), (-0.3823094994 -0.7953989311), (-0.4078527079 -0.8253679591), (-0.2404961303 -0.6989233795), (-0.3384503587 -0.7248819932), (-0.4316892473 -0.8597064086), (-0.2810933906 -0.7092595455), (-0.4804409329 -0.8630501888), (-0.3531380657 -0.8289272748), (-0.364664154 -0.7819457859), (-0.4836809848 -0.8896249503), (-0.3522745247 -0.7756727856), (-0.3429167354 -0.7711205523), (-0.4790256768 -0.8379686781), (-0.3476002043 -0.7605751691), (-0.3494160602 -0.8355715612), (-0.5045010608 -0.881587134), (-0.3080836815 -0.8039318352), (-0.442958848 -0.8602901903), (-0.3450192364 -0.8273341839), (-0.4094234598 -0.8127625312), (-0.4423888955 -0.8345174878), (-0.4128332518 -0.8105140121))"
195,2022-06-09 03:00:00,"MULTIPOINT ((-0.2252833046 -0.6688794267), (-0.3534323991 -0.7781724249), (-0.4741465419 -0.8645174514), (-0.2166700655 -0.6654848025), (-0.4705923098 -0.8565667195), (-0.395703206 -0.8074420355), (-0.446042093 -0.8341751107), (-0.4589464557 -0.8524158734), (-0.4590964385 -0.8465126094), (-0.3719283524 -0.7812749198), (-0.28509477 -0.7210314424), (-0.4014894196 -0.7707109395), (-0.2321693574 -0.6603704246), (-0.3177974005 -0.744817654), (-0.3999302003 -0.7671618165), (-0.2599907223 -0.6967581897), (-0.2575427513 -0.7015961744), (-0.5160714019 -0.8928219208), (-0.3176905977 -0.7337218685), (-0.2414686495 -0.6830361021), (-0.2300401855 -0.6746182972), (-0.2861666122 -0.8312330752), (-0.3185512481 -0.833170093), (-0.3117747248 -0.7320971268))"
196,2022-06-09 04:00:00,"MULTIPOINT ((-0.3320560785 -0.7554456512), (-0.4088666192 -0.8290992978), (-0.2922983852 -0.7239348531), (-0.4699953883 -0.8431865322), (-0.1494215029 -0.619892075), (-0.2098217394 -0.6634076509), (-0.1513629802 -0.6248341915), (-0.3796151429 -0.7987545133), (-0.2641343067 -0.696672059), (-0.1993979935 -0.6539108573), (-0.3080116849 -0.7275432246))"
197,2022-06-09 05:00:00,"MULTIPOINT ((-0.3963393441 -0.7485278922), (-0.2252615805 -0.6746866654), (-0.1566202458 -0.6253679637), (-0.1422030026 -0.6094098742), (-0.1987465084 -0.652954359))"
198,2022-06-09 06:00:00,"MULTIPOINT ((-0.1585836261 -0.6195537511), (-0.1534736166 -0.6147679813), (-0.2261440445 -0.6671041201), (-0.1626032579 -0.6228428129), (-0.2436398541 -0.679758723))"
199,2022-06-09 07:00:00,"MULTIPOINT ((-0.4137983807 -0.816762276), (-0.2582741 -0.7046981329), (-0.2446520667 -0.6747094945), (-0.2633284285 -0.7063251992), (-0.1422000971 -0.6094016486), (-0.1648249435 -0.6258865959), (-0.3092064517 -0.7524446058), (-0.2334036388 -0.6874740706), (-0.2446920433 -0.6966584092), (-0.337817588 -0.765638107))"
200,2022-06-09 08:00:00,"MULTIPOINT ((-0.2624857474 -0.713893141), (-0.4774953038 -0.8612153358), (-0.3621316705 -0.7792276308), (-0.4003902509 -0.8242528491), (-0.3369983296 -0.7649057871), (-0.3325799605 -0.7617216319), (-0.3380741948 -0.7733052333), (-0.2763243365 -0.724028673), (-0.2538725977 -0.6641585679), (-0.40799089 -0.8089924485), (-0.2745162881 -0.6977415704), (-0.2530662724 -0.6884894596), (-0.3485264741 -0.81512758), (-0.4035441812 -0.8145573886), (-0.2877505654 -0.6881114977), (-0.2241870265 -0.6730214511), (-0.201954451 -0.7071351263), (-0.3978817265 -0.7530522299))"
201,2022-06-09 09:00:00,
202,2022-06-09 10:00:00,"MULTIPOINT ((-0.454942007 -0.8546640944), (-0.2787462624 -0.8306284911), (-0.2788274373 -0.8305604806), (-0.4548042719 -0.8545966204), (-0.4819986622 -0.8440359184), (-0.1413550022 -0.6114706342), (-0.1412846 -0.6114954303), (-0.48178604 -0.8437931429), (-0.3986728836 -0.8203657597), (-0.4103079799 -0.8010091717), (-0.3484168403 -0.7737743925), (-0.3453686997 -0.7624294537), (-0.3454472522 -0.7623574496), (-0.2885946173 -0.8284431544), (-0.4001805193 -0.824561072), (-0.4002473903 -0.8244703516), (-0.4439947516 -0.8384157235), (-0.4439601837 -0.838059935), (-0.5116628072 -0.8761520159), (-0.5114788227 -0.8759682505), (-0.4103676989 -0.8006031949), (-0.2886977845 -0.8283771109), (-0.3635538402 -0.7818380182), (-0.4439601837 -0.838059935), (-0.3986806614 -0.8202908349), (-0.3486298201 -0.7738596887), (-0.4100843914 -0.8309686032), (-0.4099479973 -0.8307759564), (-0.31004359 -0.8393732947), (-0.3101674681 -0.8393322857), (-0.3633067693 -0.7816873341), (-0.4439947516 -0.8384157235), (-0.4439601837 -0.838059935), (-0.3667515762 -0.7835006693), (-0.3666418531 -0.7834132869), (-0.4439947516 -0.8384157235), (-0.2051815102 -0.65818932), (-0.205072532 -0.6581275681), (-0.3400431029 -0.7717848617), (-0.3401215362 -0.7717994056), (-0.3513065052 -0.7919473235), (-0.3511612904 -0.7920452563), (-0.3990054205 -0.8095261611), (-0.4202946063 -0.8135906976), (-0.4200214009 -0.8134974142), (-0.3969911272 -0.8239093394), (-0.3970798712 -0.8239252542), (-0.4358451987 -0.8315350395), (-0.4360864585 -0.8317044995), (-0.3946624451 -0.817813071), (-0.4078698429 -0.7775057908), (-0.4079137381 -0.7776637469), (-0.3540198442 -0.8198831892), (-0.5076849995 -0.8887178058), (-0.5075725944 -0.8887017718), (-0.3725121619 -0.7691483669), (-0.3727857248 -0.7692135163), (-0.3538942079 -0.8199002365), (-0.4178776271 -0.8093751193), (-0.4178370993 -0.8094898014), (-0.4456470061 -0.8581903883), (-0.4456482279 -0.8581932494), (-0.394790227 -0.8179368132), (-0.3601492035 -0.7710278053), (-0.3600334011 -0.7711085119), (-0.3989607803 -0.8096214711), (-0.3059415764 -0.7353010116), (-0.400006041 -0.7582654942), (-0.399955858 -0.758148726), (-0.3288832253 -0.7423726138), (-0.3530504242 -0.8357410212), (-0.3531774611 -0.8357215896), (-0.3825432497 -0.7894030393), (-0.3826762764 -0.7895063962), (-0.2063448231 -0.6564906072), (-0.2064091313 -0.6565506305), (-0.3284842347 -0.7575281674), (-0.2883228423 -0.7252863011), (-0.2882418761 -0.725176924), (-0.3192459728 -0.8360081755), (-0.3193333163 -0.8359453508), (-0.4146172517 -0.8214079119), (-0.4145686779 -0.8216178444), (-0.3285910375 -0.7576180533), (-0.347271899 -0.850701663), (-0.3290015607 -0.7424752555), (-0.3434758111 -0.8503192306), (-0.3435971562 -0.8503116606), (-0.3471456965 -0.8506983847), (-0.306060478 -0.7353951296), (-0.3763016641 -0.7398625435), (-0.3659475754 -0.8529396318), (-0.2668089953 -0.6998870901), (-0.2666867263 -0.6998139535), (-0.3408231148 -0.7833890272), (-0.3406071551 -0.7835264192), (-0.3764740266 -0.7399400909), (-0.4986780146 -0.860393726), (-0.4987834465 -0.8605044144), (-0.3656712113 -0.8529020799), (-0.2599478403 -0.7849235254), (-0.2599836002 -0.7850581754), (-0.3592161989 -0.7867626105), (-0.3590947644 -0.7868420057), (-0.4494888667 -0.8411521181), (-0.3322106207 -0.8388621728), (-0.3323352438 -0.8388308796), (-0.3561744056 -0.777113583), (-0.3562820726 -0.7771576915), (-0.4068050334 -0.8242074293), (-0.4066797547 -0.8242366363), (-0.4123621455 -0.8143067451), (-0.4123621455 -0.8143067451), (-0.449374465 -0.8410664642), (-0.3160583389 -0.7570379076), (-0.3161886538 -0.7571280916), (-0.4089926131 -0.8111304579), (-0.408967164 -0.8110390222), (-0.4435480811 -0.8475201305), (-0.3513776376 -0.7789685233), (-0.4015483042 -0.7633955486), (-0.4015438938 -0.7632640576), (-0.3630600859 -0.8264551138), (-0.3628000223 -0.8265368337), (-0.3512558454 -0.7788966384), (-0.443273207 -0.8473918582), (-0.4787267542 -0.8624731427), (-0.3745416234 -0.8012201176), (-0.3744443566 -0.8011307085), (-0.4785037616 -0.8623068418), (-0.3984529903 -0.8216425809), (-0.2876236179 -0.8432143086), (-0.3708966804 -0.755397728), (-0.3707881493 -0.7554059536), (-0.3985394695 -0.8217313344), (-0.3275962578 -0.8487450944), (-0.3274544103 -0.848711715), (-0.4153665697 -0.7928445734), (-0.4153860589 -0.7929464997), (-0.2874986372 -0.8431829558), (-0.3278109063 -0.7916245568), (-0.3279191395 -0.7915507049), (-0.4697421489 -0.82668871), (-0.4696252142 -0.8266406675), (-0.4036564075 -0.7667690722), (-0.4036137341 -0.7666698281))"
203,2022-06-09 11:00:00,"MULTIPOINT ((-0.4613167087 -0.8357355375), (-0.3440681433 -0.7719561099), (-0.4451778964 -0.8586824959), (-0.4105305851 -0.8037103987), (-0.4013565717 -0.7526942955), (-0.4291888881 -0.826856501), (-0.5234128416 -0.8954242614), (-0.4217874314 -0.8470453087), (-0.3597164794 -0.8269224849), (-0.4057324164 -0.7512813341), (-0.4075817674 -0.7549769688), (-0.4013565717 -0.7526942955), (-0.4608716474 -0.8493449697), (-0.4115403541 -0.7946525441), (-0.427937293 -0.8423526435), (-0.4089576876 -0.8154786001), (-0.4013565717 -0.7526942955), (-0.3094974177 -0.8042907828), (-0.416629608 -0.8068370341), (-0.4069374045 -0.763634092), (-0.4374100501 -0.8483957433), (-0.4871711174 -0.8702161474), (-0.3926801569 -0.815619628), (-0.4095796112 -0.8185503979), (-0.3411897428 -0.7707261987), (-0.4616763932 -0.8410706962), (-0.4625643702 -0.8639916068), (-0.4039551514 -0.811793456), (-0.3953621464 -0.8074977672), (-0.3017759997 -0.844075616), (-0.3573031656 -0.8194061619), (-0.2973813215 -0.7446185102), (-0.3848901991 -0.8029477989), (-0.4051180024 -0.7940633979), (-0.228126884 -0.673632592), (-0.269166613 -0.7093458551), (-0.409560122 -0.8132737127), (-0.3332086188 -0.717421998), (-0.4685187147 -0.8252521445), (-0.403633402 -0.7666372236), (-0.3497161749 -0.7598795665), (-0.4091383941 -0.8201878357), (-0.2935439905 -0.8446931943), (-0.440213653 -0.8423114557), (-0.4238106349 -0.82312248), (-0.4225717942 -0.8137782183), (-0.415852278 -0.795059415), (-0.440213653 -0.8423114557), (-0.4546537527 -0.8385503736), (-0.2588227159 -0.6930526604), (-0.440213653 -0.8423114557), (-0.4492538946 -0.8282025844), (-0.3946609253 -0.8171766572), (-0.364471766 -0.7817923003), (-0.3629988769 -0.8126091648), (-0.399815143 -0.8025642936), (-0.4086006254 -0.8082071984), (-0.4176114844 -0.8230454093), (-0.4070108016 -0.759486405), (-0.4165330862 -0.8132473072), (-0.4086203827 -0.8100322164), (-0.4050068787 -0.7588995834))"
204,2022-06-09 12:00:00,
205,2022-06-09 13:00:00,"MULTIPOINT ((-0.2659826147 -0.7117513764), (-0.3998007198 -0.8214613189), (-0.4128215405 -0.7815075026), (-0.41105253 -0.8152228901), (-0.2750245251 -0.7132954116), (-0.3997622482 -0.7505695783), (-0.2931797167 -0.6943209579), (-0.2208912637 -0.6690318394), (-0.4075862672 -0.8257798369), (-0.4430263448 -0.795539959), (-0.3122612377 -0.7544863514), (-0.2584714647 -0.6990688779), (-0.2795502632 -0.7297203952), (-0.5164107034 -0.8900683001), (-0.2450335648 -0.7810088384), (-0.3104868037 -0.7389098599), (-0.2669497103 -0.7051860084), (-0.4085305063 -0.7804688672), (-0.5234164772 -0.8954709925), (-0.2870859386 -0.8303750461), (-0.250967705 -0.6631586764), (-0.3166131233 -0.7438480424), (-0.2254182087 -0.6695696648), (-0.2411573599 -0.6823720311), (-0.442352927 -0.8617792686), (-0.4144275754 -0.7886877071), (-0.4396253437 -0.8277821233), (-0.3575668052 -0.7881339072), (-0.3746445224 -0.7830100519), (-0.3433745213 -0.7667418322), (-0.3850066571 -0.8312331944), (-0.4543544427 -0.8573432075), (-0.4183792486 -0.8137823311), (-0.4027590734 -0.822845133), (-0.4126367514 -0.8048973936), (-0.3821487588 -0.7952683342), (-0.4655358358 -0.8419282484), (-0.4042476372 -0.8057378985), (-0.3148958752 -0.8270830636), (-0.3359585819 -0.7766530071), (-0.3359376027 -0.7491883869), (-0.2394451629 -0.7714869507), (-0.3236628519 -0.8250308869), (-0.3755985061 -0.8541655494), (-0.4303263496 -0.8145454077), (-0.2845615904 -0.7254523039), (-0.2412972256 -0.7019238885), (-0.4047916341 -0.8154120201), (-0.4550562895 -0.845009464), (-0.292962416 -0.8185041436), (-0.3180939987 -0.8463728928), (-0.3392270927 -0.8490253024), (-0.3460179497 -0.821024645), (-0.4550562895 -0.845009464), (-0.4550562895 -0.845009464), (-0.4025739864 -0.7560046368), (-0.4351187967 -0.8175596261), (-0.4399771611 -0.8282878807), (-0.4616787176 -0.8503548154), (-0.4109608656 -0.8168686132), (-0.2557414377 -0.6926306496), (-0.1901146295 -0.6478119662), (-0.2929911729 -0.7168743972), (-0.4179911945 -0.8364781692), (-0.2510206892 -0.6705870208), (-0.4414293988 -0.8646432797), (-0.4358007372 -0.8729234542), (-0.4545058261 -0.8121887633), (-0.181591088 -0.6736617989), (-0.3434867774 -0.7260295289), (-0.4107222281 -0.7904638481), (-0.4026739948 -0.7523970998))"
206,2022-06-09 14:00:00,
207,2022-06-09 15:00:00,"MULTIPOINT ((-0.4109403632 -0.7915027816), (-0.4376561674 -0.8567568032), (-0.3988929856 -0.7553081401), (-0.4159028186 -0.7953499945), (-0.4019410368 -0.7525400947), (-0.4462924418 -0.8548395746), (-0.484410188 -0.8444238942), (-0.4388039397 -0.8550285854), (-0.4593773024 -0.8692491585), (-0.276797201 -0.7270627998), (-0.3405142688 -0.830042802), (-0.4695519065 -0.8443595792), (-0.5200651227 -0.896255587), (-0.2264993187 -0.6682250715), (-0.4184794954 -0.8072191089), (-0.3995671483 -0.7571937179), (-0.4413457804 -0.8442775613), (-0.4083718219 -0.8215837498), (-0.1610809159 -0.6289815805), (-0.3946363106 -0.8073929201), (-0.2467650423 -0.6873022263), (-0.2444126842 -0.6928981615), (-0.3995565694 -0.8183530422), (-0.3314844274 -0.8043937821), (-0.3985959403 -0.8217849798), (-0.282421482 -0.732485341), (-0.3051846892 -0.724749787), (-0.2530534585 -0.6909609649), (-0.2618056246 -0.6967419173), (-0.5234534887 -0.8936052635), (-0.3336462003 -0.8385479297), (-0.4735289393 -0.846906963), (-0.5173575649 -0.8854271942), (-0.4809910387 -0.864158921), (-0.4134099392 -0.8160591034), (-0.2875286754 -0.7242029015), (-0.1675372693 -0.6261910636), (-0.4428282352 -0.8394715851), (-0.4201680164 -0.8166927753), (-0.4908473502 -0.871282142), (-0.3968411444 -0.7648633476), (-0.2399187724 -0.6714135183), (-0.2488796272 -0.679819402), (-0.4106299081 -0.7980042519), (-0.3650926465 -0.7686270524), (-0.4174907948 -0.802637311))"
208,2022-06-09 16:00:00,"MULTIPOINT ((-0.4154127298 -0.7931152445), (-0.4784415097 -0.8389868687), (-0.4107858807 -0.8058080549), (-0.3279729581 -0.7496428234), (-0.3498300402 -0.7662571158), (-0.3377220794 -0.7734004241), (-0.3444777427 -0.7677057217), (-0.4086830221 -0.784033309), (-0.3187928656 -0.7499747695), (-0.3767648139 -0.802978198), (-0.1607873275 -0.621050459), (-0.4126295398 -0.812713833), (-0.4096480317 -0.8138760318), (-0.4454901097 -0.8612258264), (-0.4167834052 -0.8027565827), (-0.4767630909 -0.8511662325), (-0.4064241909 -0.8261900457), (-0.1446689281 -0.6162038911), (-0.4064241909 -0.8261900457), (-0.4064241909 -0.8261900457), (-0.4006514469 -0.8107221565), (-0.4989122714 -0.8865863531), (-0.3610833404 -0.8337087529), (-0.384912847 -0.8153340554), (-0.3431725972 -0.7702563838), (-0.3965701144 -0.8002616523), (-0.4722143472 -0.8436229081), (-0.2992326393 -0.7299256188), (-0.3821724199 -0.8072215527), (-0.325038653 -0.7391315945), (-0.1490941214 -0.6174140131), (-0.2139300258 -0.6601017801), (-0.2480724377 -0.6879683835), (-0.3079207953 -0.7306099559), (-0.2598151712 -0.7636112629), (-0.3647019701 -0.7819458455), (-0.4145641781 -0.7892867479), (-0.318185544 -0.7171662285), (-0.3576556386 -0.7881578689), (-0.389012715 -0.806189772), (-0.4157110862 -0.8142289592), (-0.4447331927 -0.8377713821), (-0.4499525529 -0.8034971879), (-0.4006765384 -0.8070537021), (-0.3407933448 -0.7677099537), (-0.2800109694 -0.8386979582), (-0.232724708 -0.6528021252), (-0.2653026708 -0.7078518294), (-0.3358001657 -0.7490762083), (-0.3428119591 -0.7714397427), (-0.3689545326 -0.7790609723), (-0.3605263806 -0.7122562993), (-0.4135455883 -0.8123933313))"
209,2022-06-09 17:00:00,"MULTIPOINT ((-0.3771386236 -0.8032600154), (-0.3993121209 -0.7629545234), (-0.5100496799 -0.8865381318), (-0.4422349791 -0.8428432609), (-0.3321722385 -0.7455529543), (-0.2133346093 -0.6704198855), (-0.2299705283 -0.6741976573), (-0.3992677489 -0.7564801738), (-0.4090943797 -0.8264774661), (-0.4011669849 -0.8231689131), (-0.3851089005 -0.8030968141), (-0.4161103748 -0.7962935583), (-0.1953017015 -0.6418485597), (-0.2995755763 -0.7298360905), (-0.1627327383 -0.6223708522), (-0.462910466 -0.818646006), (-0.328556112 -0.831471559), (-0.4719696306 -0.8575159459), (-0.2134188684 -0.64256419), (-0.210457505 -0.6649426855), (-0.3935148516 -0.8166314407), (-0.4041365135 -0.822521949), (-0.4473637178 -0.8332731519), (-0.4152705247 -0.815929341), (-0.285347175 -0.7202400529), (-0.4130456654 -0.8160837207), (-0.3985892055 -0.8165614036), (-0.3882675093 -0.751041539), (-0.2257633808 -0.6712662914), (-0.405777742 -0.7559257183), (-0.4235670507 -0.8138055775), (-0.2426797018 -0.6766015693), (-0.4869211559 -0.8684670079), (-0.3108560242 -0.8279441922), (-0.4869211559 -0.8684670079), (-0.2253484621 -0.6692185255), (-0.4869211559 -0.8684670079), (-0.4522584083 -0.8287112028), (-0.4646421373 -0.8652630634), (-0.4535978236 -0.8325346926), (-0.232755983 -0.6764782444), (-0.3449332042 -0.767888593), (-0.5208927847 -0.895113237), (-0.345994825 -0.71583755), (-0.4524481739 -0.8432800541), (-0.3353950065 -0.7540584992), (-0.2936737392 -0.8404236725), (-0.260837039 -0.6961173055), (-0.4216634937 -0.8292487898), (-0.3618480054 -0.7847522772), (-0.3122554565 -0.7297187858), (-0.4353819595 -0.8352495693))"
210,2022-06-09 18:00:00,"MULTIPOINT ((-0.4001841847 -0.7532317037), (-0.384040962 -0.7503299619), (-0.4058065585 -0.7559544485), (-0.2192094924 -0.6677251555), (-0.1930104629 -0.6512356186), (-0.2911085652 -0.7293635337), (-0.329927443 -0.6994668675), (-0.3880250277 -0.815706772), (-0.5233923393 -0.8964109203), (-0.2595155036 -0.7106182654), (-0.3159535923 -0.7479844639), (-0.3261942924 -0.7463510197), (-0.4054460395 -0.8027066925), (-0.2981546285 -0.6971911681), (-0.2795773215 -0.7149776731), (-0.2646266306 -0.7060453488), (-0.4403953727 -0.8288171824), (-0.3075950826 -0.7513631732), (-0.406346294 -0.8057165596), (-0.3083647242 -0.8417253495), (-0.2971709641 -0.8149909034), (-0.4419016972 -0.8371893886), (-0.4088097908 -0.8078611257), (-0.2263486952 -0.6804596306), (-0.1798695189 -0.6438950143), (-0.3324502118 -0.7609718474), (-0.3629283704 -0.7744884134), (-0.3442443501 -0.7239014141), (-0.2449286096 -0.6777978628), (-0.4778608888 -0.8422540551), (-0.4770463983 -0.8401695123), (-0.3950688261 -0.8265761737), (-0.4387549785 -0.8415087411), (-0.2261359836 -0.6809349888), (-0.4068257145 -0.8209159832), (-0.2909991401 -0.8297528782), (-0.3267944025 -0.7929811309), (-0.4043357257 -0.7905391306), (-0.2015263309 -0.6548284329), (-0.3841844783 -0.7968279265), (-0.4170668915 -0.803084118), (-0.3740677456 -0.7752843329))"
211,2022-06-09 19:00:00,"MULTIPOINT ((-0.1823286202 -0.636180382), (-0.4387458895 -0.8472659106), (-0.1729961907 -0.6370769166), (-0.1895218353 -0.6381188303), (-0.3910543646 -0.8043789998), (-0.1708361313 -0.6327982751), (-0.438579338 -0.8512003868), (-0.4441386254 -0.8598501188), (-0.5211944191 -0.889600333), (-0.4843580382 -0.8839426459), (-0.4347732671 -0.7908880048), (-0.3427137684 -0.7673570859), (-0.4179981974 -0.8049932998), (-0.3683199739 -0.7963783777), (-0.399963904 -0.8248275706), (-0.3590189237 -0.7892487192), (-0.4742570101 -0.8312634147), (-0.2966823652 -0.8311310297), (-0.4059987678 -0.8051063128), (-0.2182747893 -0.6659629623), (-0.297045149 -0.7195515434), (-0.5041972212 -0.8812797456), (-0.4100774778 -0.8031312067), (-0.4408125412 -0.8215453039), (-0.4911783971 -0.8717815215), (-0.4539294963 -0.8381155474), (-0.4464261241 -0.8600422291), (-0.2209087712 -0.6746118598), (-0.4184341995 -0.8129741923), (-0.2209087712 -0.6746118598), (-0.2209087712 -0.6746118598), (-0.3222257824 -0.7614780815), (-0.2556959333 -0.6927710814), (-0.3340809508 -0.7531181542), (-0.3355671604 -0.7650984338), (-0.2451466554 -0.7336309693), (-0.2333698457 -0.6716176094), (-0.3616202449 -0.7735075362), (-0.2594148694 -0.705698084), (-0.3105872591 -0.7284348715), (-0.2734945991 -0.6830295454), (-0.2756080665 -0.6983772093), (-0.187992103 -0.6405044433), (-0.4094813014 -0.8181939537), (-0.2294409248 -0.6589199114), (-0.4146931818 -0.7976838694), (-0.4767743254 -0.8436309549), (-0.2817193372 -0.8400591815), (-0.4136769461 -0.8156403113), (-0.3815313351 -0.7581111146), (-0.518448479 -0.8864447887), (-0.1409926953 -0.6098137052), (-0.5081420701 -0.8764270383), (-0.4377749795 -0.8328681288), (-0.4087592204 -0.8150041955), (-0.374334544 -0.7829974155), (-0.3566348138 -0.7818461246), (-0.3972141197 -0.7564742132), (-0.2602615437 -0.6867469363), (-0.3983566473 -0.7542611002), (-0.2740811204 -0.7118894836), (-0.2348983562 -0.6997945815), (-0.4439566375 -0.8021373951), (-0.399854449 -0.7533496045), (-0.446960585 -0.853976479), (-0.3901837908 -0.756306899))"
212,2022-06-09 20:00:00,"MULTIPOINT ((-0.3602992757 -0.7788339328), (-0.2860449094 -0.7233284212), (-0.4100331952 -0.8372234833), (-0.4007224004 -0.7526407693), (-0.4013983214 -0.8228503187), (-0.4122254832 -0.8009849121), (-0.4087626772 -0.7738173684), (-0.3606652182 -0.8279393045), (-0.4336689132 -0.8458122383), (-0.4132149288 -0.813056687), (-0.4237099113 -0.8297935295), (-0.406954897 -0.7544866495), (-0.4780162952 -0.8619438409), (-0.4405335547 -0.8425496415), (-0.4478622401 -0.8336794267), (-0.3757697362 -0.8302411709), (-0.4024374135 -0.7639175188), (-0.3127987084 -0.7596496063), (-0.4057430848 -0.7679796115), (-0.2242204471 -0.6796891627), (-0.3267200518 -0.7534535574), (-0.3896045705 -0.7288650483), (-0.2867540573 -0.8238689861), (-0.4408487481 -0.8313206365), (-0.4450047888 -0.8315178133), (-0.5234527139 -0.8929493586), (-0.3822441483 -0.796036537), (-0.4250588626 -0.8192061836), (-0.1424679534 -0.6093201671), (-0.3127987084 -0.7596496063), (-0.1634017457 -0.6226610741), (-0.1394566901 -0.6103270325), (-0.4029053015 -0.7535336679), (-0.4105878902 -0.8159530046), (-0.1515378608 -0.6136389235), (-0.3664471406 -0.777116921), (-0.2515478491 -0.6896313327), (-0.3592695407 -0.789438028), (-0.3275720007 -0.8068601613), (-0.3422056804 -0.7552919272), (-0.3453655111 -0.7781430391), (-0.3127987084 -0.7596496063), (-0.3256887672 -0.8247062127), (-0.4114649902 -0.8149267673), (-0.1924488394 -0.6513004103), (-0.2753522941 -0.8412964243), (-0.4175325445 -0.8137859671), (-0.4096380189 -0.813868283), (-0.3706386432 -0.7916773677), (-0.2665137976 -0.6998631881), (-0.4452453037 -0.864328977), (-0.1941579522 -0.6965784179), (-0.3680807106 -0.7557954791), (-0.3048580527 -0.8199990037), (-0.2960213442 -0.8113246544), (-0.4016025996 -0.7619365713), (-0.415955922 -0.795537992), (-0.2684248641 -0.8229069445), (-0.4036143003 -0.7498601471))"
